,frame_number,track_id,object_type,xcenter,ycenter,bbox
0,20,4,person,349.2791289792723,451.6260108679377,[316.42630028 375.72294617 382.13195768 527.52907557]
0,20,5,person,592.4344045201967,438.7818695451143,[570.29410769 373.28846954 614.57470135 504.27526955]
0,20,6,person,208.7326441404086,456.120858611963,[172.36815729 367.70495524 245.09713099 544.53676198]
0,20,9,person,543.7459240332353,438.4732184083467,[519.51373095 370.88168799 567.97811712 506.06474883]
0,20,10,person,162.5346131334942,445.1661759443544,[141.54919903 389.95467515 183.52002724 500.37767674]
0,20,11,person,991.3999203256064,450.2741941231312,[ 952.41934933  363.644602   1030.38049132  536.90378625]
0,20,12,person,640.7519573688545,442.06587343611403,[622.54167412 382.43914301 658.96224062 501.69260386]
0,20,13,person,927.6364833972634,436.6348165459817,[901.65211654 350.43262466 953.62085025 522.83700843]
0,21,1,person,746.1496466807494,471.64758502691535,[679.38847645 316.31812141 812.91081692 626.97704864]
0,21,2,person,266.4417385904778,438.8784608804567,[231.09417563 339.47592583 301.78930156 538.28099593]
0,21,4,person,346.9372441309346,450.1716683388025,[313.66847993 372.67986308 380.20600833 527.6634736 ]
0,21,5,person,592.9142704121605,438.9598789698028,[571.15657186 374.56095442 614.67196896 503.35880352]
0,21,6,person,204.62287526211244,455.7143810646023,[169.02307796 368.6881737  240.22267256 542.74058843]
0,21,9,person,543.635181369732,438.51741938651514,[519.08078503 370.3970283  568.18957771 506.63781048]
0,21,10,person,162.21623657523486,445.44998949329783,[141.1490697  390.0233359  183.28340345 500.87664308]
0,21,11,person,994.512034874894,450.29993326604597,[ 955.31131148  362.821191   1033.71275827  537.77867554]
0,21,12,person,642.3890954266926,440.91365184484556,[624.22443533 382.26064791 660.55375552 499.56665578]
0,21,13,person,925.5130020716292,436.983160806393,[898.74108104 350.24488162 952.2849231  523.72143999]
0,22,1,person,741.11841716556,470.78431069976216,[674.31835363 318.38439524 807.9184807  623.18422616]
0,22,2,person,265.1472836997621,442.62592633705566,[231.45151466 348.6635247  298.84305274 536.58832798]
0,22,3,person,792.7968864070921,438.1568204947365,[765.76517137 360.80618136 819.82860145 515.50745963]
0,22,4,person,342.5119864999697,448.9809346922701,[309.09936424 370.89523425 375.92460876 527.06663514]
0,22,5,person,593.4499528042943,438.686975650255,[571.78461763 374.34413091 615.11528798 503.02982039]
0,22,6,person,200.83358859844583,456.2312833190927,[165.7536307  369.70678141 235.9135465  542.75578522]
0,22,9,person,543.2911311961207,438.86211879968096,[518.30079421 370.20666924 568.28146819 507.51756836]
0,22,11,person,998.7810783007003,449.99702019490303,[ 959.62579404  363.20669563 1037.93636256  536.78734476]
0,22,12,person,643.5979694034787,440.1733400189046,[624.43137281 378.7441957  662.76456599 501.60248433]
0,22,13,person,924.0104135983902,437.09628769712776,[896.33913244 350.16164591 951.68169475 524.03092949]
0,23,1,person,738.5289577561441,470.14104930766683,[670.58759711 317.7745339  806.4703184  622.50756471]
0,23,2,person,263.068891310287,444.3575257148353,[229.68408829 352.04771063 296.45369434 536.6673408 ]
0,23,3,person,799.6878872995286,437.8392121376758,[772.61162298 361.68081676 826.76415162 513.99760751]
0,23,4,person,339.94176490671674,448.87042636513746,[306.32582272 370.88173916 373.55770709 526.85911357]
0,23,5,person,593.333626170443,437.251685006979,[570.92782216 370.9199012  615.73943018 503.58346881]
0,23,6,person,194.17710100141872,455.09010950194806,[158.75393287 368.06815041 229.60026913 542.11206859]
0,23,9,person,543.1892487799792,438.98906615504893,[517.80854508 370.12721097 568.56995248 507.85092134]
0,23,11,person,1007.1359079688859,451.2130038684028,[ 967.79640286  366.04126048 1046.47541308  536.38474726]
