,frame_number,track_id,object_type,xcenter,ycenter,bbox
0,17,5,person,1302.4331991673744,578.2405006374383,[1288.32387571  554.01753022 1316.54252263  602.46347106]
0,17,7,person,1466.7090702759933,588.5866145732966,[1451.68240728  561.87151544 1481.73573327  615.3017137 ]
0,17,10,person,1903.7161540969223,587.924525772622,[1885.65135836  552.06666535 1921.78094983  623.7823862 ]
0,17,11,person,1873.8716046325599,589.9721458726953,[1861.67913958  565.55276086 1886.06406968  614.39153088]
0,18,1,person,68.3197896229067,620.0776146768276,[ 25.57055629 507.96817055 111.06902296 732.1870588 ]
0,18,2,person,262.00077877473854,627.9250136618068,[220.99516208 521.27276351 303.00639547 734.57726381]
0,18,3,person,1739.1844565629722,586.4771291707177,[1724.8590725   564.64927677 1753.50984062  608.30498157]
0,18,5,person,1302.9745371509089,577.7154955657438,[1288.87109542  553.50262704 1317.07797888  601.9283641 ]
0,18,7,person,1464.7783134516671,590.3034540299093,[1450.27123319  564.10559802 1479.28539371  616.50131004]
0,18,10,person,1904.5742826392272,587.1101552756236,[1886.32191034  550.35379266 1922.82665494  623.86651789]
0,18,11,person,1873.4540192781872,587.5627710739543,[1860.71583554  562.10999976 1886.19220302  613.01554239]
0,19,1,person,63.318219573668,620.3255977543113,[ 19.89458217 508.48180912 106.74185698 732.16938639]
0,19,2,person,257.4298817647836,627.6204939230447,[216.02000192 518.95206187 298.83976161 736.28892597]
0,19,3,person,1745.8402828207275,585.7118855643955,[1731.22618548  563.48026304 1760.45438016  607.94350809]
0,19,5,person,1303.8964873196692,577.040729536984,[1290.18611681  553.78356118 1317.60685783  600.2978979 ]
0,19,7,person,1465.815411328629,590.4031257806664,[1451.34038544  564.26315147 1480.29043722  616.54310009]
0,19,10,person,1905.8890822659782,586.1647754183585,[1888.14079855  549.73772876 1923.63736598  622.59182208]
0,19,11,person,1874.6886124006119,585.7370650103018,[1861.14720595  558.8969433  1888.23001886  612.57718672]
0,20,1,person,60.68340596360294,620.4223502543147,[ 16.82489068 508.69375749 104.54192125 732.15094302]
0,20,2,person,254.8350117464009,626.8534010796209,[213.27655534 516.12189637 296.39346815 737.58490579]
0,20,3,person,1748.7963172146447,584.7869507586377,[1733.96697723  562.41336744 1763.6256572   607.16053407]
0,20,5,person,1304.494025544545,575.8090979187862,[1290.54244049  552.42032587 1318.4456106   599.19786997]
0,20,10,person,1906.3906577271332,585.8303600005028,[1889.32837443  550.21805049 1923.45294102  621.44266951]
0,20,11,person,1875.1600898357947,585.7735388462634,[1861.54771911  559.08657485 1888.77246057  612.46050284]
0,21,1,person,54.96504128032,623.7673216861385,[  9.70235804 510.11069087 100.22772452 737.4239525 ]
0,21,2,person,252.6714747426294,625.9113389617307,[210.95837555 512.45566377 294.38457393 739.36701415]
0,21,3,person,1751.7959798051852,580.8181243311819,[1735.41792373  556.07442771 1768.17403588  605.56182096]
0,21,5,person,1306.0281103941325,575.3954859813373,[1291.56496207  551.29368416 1320.49125872  599.4972878 ]
0,21,10,person,1908.2358227224117,585.4008174638407,[1891.95216329  550.44870758 1924.51948216  620.35292735]
0,21,11,person,1876.6966240938982,585.8691555676772,[1862.52596431  558.58288276 1890.86728388  613.15542837]
0,21,14,person,869.025718443467,594.9524540980301,[853.25230151 579.67439474 884.79913538 610.23051346]
0,21,15,person,829.2846706815967,595.7004219040525,[817.87083607 581.41575122 840.69850529 609.98509259]
0,22,1,person,50.70498702158992,625.6785856262609,[  4.38726372 510.65170969  97.02271032 740.70546156]
0,22,2,person,250.66430421447325,626.2056048507682,[208.93785745 509.7834017  292.39075098 742.627808  ]
0,22,3,person,1754.7967361334527,579.3639467674598,[1737.21726582  553.1155314  1772.37620644  605.61236213]
0,22,5,person,1309.8643753823217,575.5877136612258,[1295.33155517  551.54990923 1324.3971956   599.62551809]
0,22,10,person,1909.5785997469043,584.9322867440319,[1894.89642939  552.57472837 1924.26077011  617.28984512]
0,22,11,person,1875.6142137038787,585.281059903637,[1861.34470508  558.44000063 1889.88372232  612.12211918]
0,22,14,person,869.0792116674484,595.5353372509846,[854.18534048 581.09227859 883.97308285 609.97839591]
0,22,15,person,829.4452483338046,595.3586534739206,[817.90310782 580.91340514 840.98738884 609.80390181]
0,23,1,person,49.62338961471927,626.3943992474931,[  2.36449845 510.20662318  96.88228078 742.58217532]
0,23,2,person,246.12184707616674,627.946332906863,[205.39763417 512.03265635 286.84605998 743.86000947]
0,23,3,person,1757.810275055634,578.811572865216,[1740.25523376  553.24007284 1775.36531635  604.38307289]
0,23,5,person,1310.9240704204112,575.0800607898533,[1296.39113443  551.04207849 1325.45700641  599.11804309]
0,23,10,person,1910.0549056329442,585.4795641326832,[1897.27325926  556.85550442 1922.83655201  614.10362384]
0,23,11,person,1877.1975179082528,586.7779989297863,[1863.64289048  561.78911641 1890.75214534  611.76688145]
0,23,14,person,869.281535345311,595.2451676067269,[854.39028323 580.80464868 884.17278746 609.68568653]
0,24,1,person,47.450363719676005,626.9761140336016,[-2.45444819e-01  5.10038879e+02  9.51461723e+01  7.43913350e+02]
0,24,2,person,241.22962435796785,630.5963328518112,[201.73535589 516.24099743 280.72389283 744.95166827]
0,24,3,person,1760.521961878604,577.9594116768417,[1742.80739955  552.15557132 1778.23652421  603.76325204]
0,24,5,person,1311.9964424841023,576.0776019006223,[1297.22558276  551.67880602 1326.76730221  600.47639778]
0,24,7,person,1486.5065997338027,586.2951152639739,[1471.65802205  559.36432196 1501.35517742  613.22590856]
0,24,10,person,1909.832279326778,586.0718802968629,[1896.81008886  556.30915617 1922.85446979  615.83460442]
0,24,11,person,1876.772655923192,588.4335562146346,[1863.72594982  564.49775909 1889.81936203  612.36935334]
0,24,17,person,1543.4111582366027,591.6644071473336,[1528.13194888  575.59363295 1558.69036759  607.73518134]
0,25,1,person,45.17281530927177,626.5218942562876,[ -2.74472354 508.66638634  93.09035416 744.37740217]
0,25,2,person,237.19795065660003,630.9509710851985,[198.00581593 515.91524765 276.39008538 745.98669452]
0,25,5,person,1313.0188226090395,576.2484979927726,[1298.07794949  551.76888232 1327.95969573  600.72811367]
0,25,7,person,1492.759948842226,585.6466055433358,[1477.6446783   558.31285388 1507.87521938  612.9803572 ]
0,25,10,person,1909.7616784136899,586.2631126591039,[1896.82923751  556.13212681 1922.69411932  616.39409851]
0,25,11,person,1877.6403490029206,588.7065929384252,[1864.61611657  564.79939119 1890.66458143  612.61379469]
0,25,17,person,1544.4302922549828,590.8424893527617,[1528.21809706  573.59163045 1560.64248745  608.09334826]
0,26,1,person,40.54553625410977,622.0686724418798,[ -5.76551433 506.83704826  86.85658684 737.30029663]
0,26,2,person,232.19161606283137,630.420356790783,[193.45984791 515.80818543 270.92338422 745.03252815]
0,26,3,person,1766.4074642288278,583.1244852453643,[1751.01395203  560.82894345 1781.80097643  605.42002704]
0,26,5,person,1315.0166937304857,576.6465010842251,[1300.27545373  552.46900988 1329.75793373  600.82399229]
0,26,7,person,1495.6364064949767,585.2826110246978,[1480.47672102  557.86853668 1510.79609197  612.69668537]
0,26,10,person,1909.715271364826,586.3471703904071,[1897.20009441  556.73175578 1922.23044832  615.962585  ]
0,26,11,person,1877.8351498331836,588.4306770963228,[1864.92107579  564.72569243 1890.74922388  612.13566177]
0,26,17,person,1545.7876149592073,590.2133348698139,[1529.19976935  572.23063108 1562.37546057  608.19603866]
0,27,1,person,36.66192511995926,620.6695903404026,[ -8.99168773 504.8190496   82.31553796 736.52013108]
0,27,2,person,226.47956773832908,629.8783854044211,[187.81498002 515.78595073 265.14415546 743.97082008]
0,27,3,person,1774.4402519886712,584.7652560311467,[1758.97225829  562.35634478 1789.90824569  607.17416728]
0,27,5,person,1315.0643008141183,576.4766581228986,[1300.13496411  552.08324319 1329.99363752  600.87007306]
0,27,7,person,1498.8911907434147,586.5350911053089,[1484.37956507  560.20129463 1513.40281641  612.86888758]
0,27,10,person,1909.3407357093242,586.0527394725843,[1896.66171541  555.60456623 1922.01975601  616.50091272]
0,27,17,person,1545.9133631264167,590.9995296310597,[1530.24409467  573.79273181 1561.58263159  608.20632745]
0,28,1,person,30.745150785994284,618.834689007373,[-13.05667106 504.08186067  74.54697263 733.58751734]
0,28,2,person,218.1981478101444,630.6550389199492,[179.46318795 517.11275593 256.93310767 744.19732191]
0,28,3,person,1777.7691717054188,584.7280843424433,[1762.36649529  562.41382397 1793.17184812  607.04234472]
0,28,5,person,1314.7167118168245,576.0907213544397,[1299.46745184  551.28772419 1329.96597179  600.89371852]
0,28,7,person,1499.5399821348747,586.7916141967451,[1484.83032544  560.01344955 1514.24963883  613.56977884]
0,28,10,person,1908.2027952891644,586.6130995194418,[1895.66992057  556.51752595 1920.73567001  616.70867309]
0,28,17,person,1546.2312091850197,590.289096857643,[1530.83583859  573.09118237 1561.62657978  607.48701135]
0,29,1,person,25.375283214981916,618.4784462408379,[-17.72700216 500.51556199  68.47756859 736.4413305 ]
0,29,2,person,213.24240468470714,629.6236360773717,[173.87331735 514.98751777 252.61149202 744.25975438]
0,29,5,person,1314.8792725929043,576.2798872844868,[1299.6936821   551.65115497 1330.06486308  600.9086196 ]
0,29,6,person,1148.710492353736,585.0713511164424,[1139.2647948   569.02300949 1158.15618991  601.11969274]
0,29,7,person,1499.7565289187683,587.2097474236407,[1485.27116653  560.6106411  1514.24189131  613.80885375]
0,29,10,person,1908.4258828156514,586.1679647278772,[1895.31150371  554.19359959 1921.54026192  618.14232986]
0,29,17,person,1545.6388650037657,589.6982859598943,[1529.20879061  570.8267899  1562.0689394   608.56978202]
0,30,1,person,22.842594869963925,617.7025693761444,[-18.627672   499.2049047   64.31286174 736.20023406]
0,30,2,person,208.89939689510413,631.5307358043317,[169.82531168 517.48238176 247.97348211 745.57908985]
0,30,3,person,1777.2278448241696,588.366734946399,[1763.1845458   568.05712109 1791.27114385  608.67634881]
0,30,5,person,1314.2423699540968,576.0322807354574,[1299.23386567  551.80368866 1329.25087424  600.26087281]
0,30,6,person,1149.7124811598055,584.8593532639484,[1140.38952644  569.01957101 1159.03543588  600.69913552]
0,30,7,person,1502.1492605799303,587.1251916492512,[1487.66794227  560.53350121 1516.63057889  613.71688209]
0,30,10,person,1909.1555704276254,586.9814958459393,[1896.38532776  555.29457625 1921.92581309  618.66841544]
0,30,11,person,1877.5834317939784,592.1126977132287,[1865.83902099  570.50817027 1889.3278426   613.71722516]
0,30,17,person,1546.1786414929898,589.4588538863707,[1529.26117459  570.02753629 1563.09610839  608.89017148]
0,31,1,person,18.780947366418516,615.7785842044722,[-19.70903664 500.05204556  57.27093137 731.50512285]
0,31,2,person,203.8004854692286,630.6051034125919,[164.74481261 515.80965931 242.85615833 745.40054751]
0,31,3,person,1776.0087472664752,586.7823657907234,[1760.9670136   564.6359103  1791.05048093  608.92882128]
0,31,5,person,1312.971472672788,576.9428166963194,[1298.21979703  553.19938828 1327.72314831  600.68624512]
0,31,10,person,1906.1351821818469,586.9797374365266,[1893.03655052  555.07898574 1919.23381384  618.88048913]
0,31,11,person,1875.0482161098703,592.0903312495781,[1862.75756686  569.58300074 1887.33886536  614.59766176]
0,31,17,person,1542.7218604702928,590.2001604947448,[1527.27794423  572.11687559 1558.16577671  608.2834454 ]
0,32,1,person,14.34505318727229,615.184793267103,[-24.20420117 499.2796268   52.89430755 731.08995974]
0,32,2,person,196.4435385961135,628.603425979586,[156.92277111 511.89382399 235.96430608 745.31302797]
0,32,3,person,1778.0889914832255,586.9088810181303,[1763.06741644  564.79212252 1793.11056653  609.02563951]
0,32,5,person,1310.8016961956491,575.9570928410134,[1294.91595131  550.39374142 1326.68744108  601.52044427]
0,32,10,person,1905.654181395591,586.3221586549498,[1892.39554813  554.34183168 1918.91281466  618.30248563]
0,32,11,person,1872.616953207888,590.0959747076074,[1860.07888231  567.32370129 1885.15502411  612.86824812]
0,32,17,person,1543.973410062094,591.7519133208905,[1530.19986556  575.35101624 1557.74695456  608.1528104 ]
0,33,2,person,186.28287812752296,627.1884307386886,[146.26343919 508.45883807 226.30231707 745.9180234 ]
0,33,5,person,1310.6581368314662,574.3129759408829,[1294.79682156  548.73482511 1326.5194521   599.89112677]
0,33,10,person,1904.8202016569546,585.4158152660962,[1891.10755935  552.74819838 1918.53284396  618.08343215]
0,33,11,person,1871.3813284683883,587.0197924323155,[1857.97930656  562.48314675 1884.78335037  611.55643812]
0,33,17,person,1544.403690865409,590.9084906888722,[1532.45623232  576.48782167 1556.35114941  605.32915971]
0,34,2,person,179.63709390064201,627.305842577917,[138.72816768 504.55860764 220.54602012 750.05307751]
0,34,3,person,1778.233512059673,586.1794461904502,[1763.47056334  564.17058679 1792.99646078  608.18830559]
0,34,5,person,1310.92077539573,574.6494423924555,[1295.3130285   549.40118479 1326.5285223   599.89769999]
0,34,10,person,1906.1475667243471,585.7319471892538,[1892.40709177  552.8072982  1919.88804168  618.65659618]
0,34,11,person,1870.9316088833116,587.173564568235,[1857.5647741   562.62771658 1884.29844367  611.71941256]
